"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"FB0kclXUNgCF8T735kY6FNOpSEHhcUG1lnGFNLS008=","FB0kclXUNgCF8T735kY6FNOpSEHhcUG1lnGFNLS008=","FB0kclXUNgCF8T735kY6FNOpSEHhcUG1lnGFNLS008=","","","","6","22","2017-02-06","es"
"8pke2KeZdi4QJ2DHalKPWAi2kIrlXVe0hz3wF1agfmU=","8pke2KeZdi4QJ2DHalKPWAi2kIrlXVe0hz3wF1agfmU=","8pke2KeZdi4QJ2DHalKPWAi2kIrlXVe0hz3wF1agfmU=","","","","21","62","2020-03-25","en"
"rAmP+TNmmrytFIsEg94kIhKhFMx7eswxKaQ2wOTt8+k=","rAmP+TNmmrytFIsEg94kIhKhFMx7eswxKaQ2wOTt8+k=","rAmP+TNmmrytFIsEg94kIhKhFMx7eswxKaQ2wOTt8+k=","Villa Clara, Cuba","Periodista y amante del buen gusto y el respeto.","https://t.co/vq189cipyH","1515","3071","2016-03-20","es"
"GogUdRnKwnxv53kkuOtlaCnLLXwYR86rwLDKn7BXfWI=","GogUdRnKwnxv53kkuOtlaCnLLXwYR86rwLDKn7BXfWI=","GogUdRnKwnxv53kkuOtlaCnLLXwYR86rwLDKn7BXfWI=","Pinar del Río, Cuba","Psicóloga de profesión.","","1","16","2019-03-11","es"
"nMP9vwaBFYHp6SxkvycW8v2wNOBpEmdT4dxbcx4tsc=","nMP9vwaBFYHp6SxkvycW8v2wNOBpEmdT4dxbcx4tsc=","nMP9vwaBFYHp6SxkvycW8v2wNOBpEmdT4dxbcx4tsc=","La Habana","Madre🇨🇺Joven💯Comprometida con mi pais y mi revolución.","","1352","1449","2019-07-23","es"
"C3e4Tl56MFHhHlCM5j1TsBXtZtX51WfwKvWmdMR0YF8=","C3e4Tl56MFHhHlCM5j1TsBXtZtX51WfwKvWmdMR0YF8=","C3e4Tl56MFHhHlCM5j1TsBXtZtX51WfwKvWmdMR0YF8=","Habana, Cuba","Revolucionaria, Cubana  100%, Martiana, Fidelista, del Ejército de los Agradecidos. Latinoamericanista. Admiro la honestidad, la lealtad y la Solidaridad","","503","610","2019-12-21","en"
"efVIUdxSEWff+pv5rKEyIclHwmmfDQ+7jX3ht95Hbs=","efVIUdxSEWff+pv5rKEyIclHwmmfDQ+7jX3ht95Hbs=","efVIUdxSEWff+pv5rKEyIclHwmmfDQ+7jX3ht95Hbs=","Cuba","Trabajo en la Unidad Central de Cooperacion Medica, especialista en el Departamento de Procesos Migratorios...Estomatologa ...Amo a mi familia y mi pais CUBA..","https://t.co/79DnEdCnB1","247","330","2019-03-11","es"
"wdAIGd59sBUDDa+RyNouZHS6YL8Ng9X9GJEHPTBpHrQ=","wdAIGd59sBUDDa+RyNouZHS6YL8Ng9X9GJEHPTBpHrQ=","wdAIGd59sBUDDa+RyNouZHS6YL8Ng9X9GJEHPTBpHrQ=","","Patriota por siempre. Seguidora de los ideales de Martí y Fidel","","732","747","2019-11-19","es"
"Mt1eYja1NIvfS0ZG6smPMi9Pmj2bQ5dpYbujRKiaQ=","Mt1eYja1NIvfS0ZG6smPMi9Pmj2bQ5dpYbujRKiaQ=","Mt1eYja1NIvfS0ZG6smPMi9Pmj2bQ5dpYbujRKiaQ=","","","","14","69","2019-11-29","en"
"OLgiNaYV3jQ2vNc5TcwMo3Zixoyegx+yNcosbOsE6A=","OLgiNaYV3jQ2vNc5TcwMo3Zixoyegx+yNcosbOsE6A=","OLgiNaYV3jQ2vNc5TcwMo3Zixoyegx+yNcosbOsE6A=","","cubana *💯 y fiel a la Revolución 🇨🇺","","3564","2037","2019-02-22","es"
"Lbo0mZ5zzbR0DzfyBok1x+TX6p5zJKlmp4DpDpFXe0=","Lbo0mZ5zzbR0DzfyBok1x+TX6p5zJKlmp4DpDpFXe0=","Lbo0mZ5zzbR0DzfyBok1x+TX6p5zJKlmp4DpDpFXe0=","","Soy un cienfueguero de a pie, amante del mar, la buena musica y 100 por ciento fidelista.","","130","386","2019-11-18","es"
"Vrwr6xqTxejJq4jG9sG4Amo5lKMUCPwN1fA3uOyS5k=","Vrwr6xqTxejJq4jG9sG4Amo5lKMUCPwN1fA3uOyS5k=","Vrwr6xqTxejJq4jG9sG4Amo5lKMUCPwN1fA3uOyS5k=","","Inquieta, comprometida con Cuba, mi Isla Bella. Aprecio la lealtad, la solidaridad y  la honestidad.","","200","220","2020-02-24","en"
